Date,Close
3/2/2015 16:00:00,170.5
3/3/2015 16:00:00,168.27
3/4/2015 16:00:00,167.16
3/5/2015 16:00:00,167.57
3/6/2015 16:00:00,164.36
3/9/2015 16:00:00,166.37
3/10/2015 16:00:00,162.26
3/11/2015 16:00:00,161.73
3/12/2015 16:00:00,164.47
3/13/2015 16:00:00,162.74
3/16/2015 16:00:00,166.21
3/17/2015 16:00:00,164.23
3/18/2015 16:00:00,166.47
3/19/2015 16:00:00,165.66
3/20/2015 16:00:00,166.49
3/23/2015 16:00:00,166.13
3/24/2015 16:00:00,166.32
3/25/2015 16:00:00,162.7
3/26/2015 16:00:00,162.59
3/27/2015 16:00:00,163.5
3/30/2015 16:00:00,166.05
3/31/2015 16:00:00,164.95
4/1/2015 16:00:00,162.52
4/2/2015 16:00:00,162.8
4/6/2015 16:00:00,165.48
4/7/2015 16:00:00,166.21
4/8/2015 16:00:00,166.27
4/9/2015 16:00:00,166.79
4/10/2015 16:00:00,167.07
4/13/2015 16:00:00,165.84
4/14/2015 16:00:00,165.99
4/15/2015 16:00:00,166.44
4/16/2015 16:00:00,165.89
4/17/2015 16:00:00,161.71
4/20/2015 16:00:00,164.51
4/21/2015 16:00:00,164
4/22/2015 16:00:00,164.67
4/23/2015 16:00:00,159.66
4/24/2015 16:00:00,158.99
4/27/2015 16:00:00,157.98
4/28/2015 16:00:00,158.33
4/29/2015 16:00:00,156.97
4/30/2015 16:00:00,156.39
5/1/2015 16:00:00,157.68
5/4/2015 16:00:00,159.02
5/5/2015 16:00:00,157.91
5/6/2015 16:00:00,157.64
5/7/2015 16:00:00,158.61
5/8/2015 16:00:00,160.6
5/11/2015 16:00:00,159.9
5/12/2015 16:00:00,160.07
5/13/2015 16:00:00,161.31
5/14/2015 16:00:00,163.15
5/15/2015 16:00:00,163.3
5/18/2015 16:00:00,162.87
5/19/2015 16:00:00,163.12
5/20/2015 16:00:00,161.9
5/21/2015 16:00:00,162.06
5/22/2015 16:00:00,160.98
5/26/2015 16:00:00,159.59
5/27/2015 16:00:00,161.02
5/28/2015 16:00:00,160.87
5/29/2015 16:00:00,159.08
6/1/2015 16:00:00,158.98
6/2/2015 16:00:00,159.08
6/3/2015 16:00:00,160.16
6/4/2015 16:00:00,158.35
6/5/2015 16:00:00,157.08
6/8/2015 16:00:00,156.59
6/9/2015 16:00:00,156.98
6/10/2015 16:00:00,159.04
6/11/2015 16:00:00,159.86
6/12/2015 16:00:00,158.04
6/15/2015 16:00:00,155.87
6/16/2015 16:00:00,156.49
6/17/2015 16:00:00,156.95
6/18/2015 16:00:00,159.62
6/19/2015 16:00:00,158.95
6/22/2015 16:00:00,159.68
6/23/2015 16:00:00,159.84
6/24/2015 16:00:00,157.54
6/25/2015 16:00:00,155.92
6/26/2015 16:00:00,157.09
6/29/2015 16:00:00,153.95
6/30/2015 16:00:00,154.3
7/1/2015 16:00:00,155.65
7/2/2015 16:00:00,155.38
7/6/2015 16:00:00,155.08
7/7/2015 16:00:00,155.43
7/8/2015 16:00:00,152.71
7/9/2015 16:00:00,153.75
7/10/2015 16:00:00,154.95
7/13/2015 16:00:00,156.47
7/14/2015 16:00:00,156.78
7/15/2015 16:00:00,156
7/16/2015 16:00:00,157.17
7/17/2015 16:00:00,156.69
7/20/2015 16:00:00,157.12
7/21/2015 16:00:00,155.76
7/22/2015 16:00:00,155.41
7/23/2015 16:00:00,149.5
7/24/2015 16:00:00,149.33
7/27/2015 16:00:00,148.71
7/28/2015 16:00:00,151.11
7/29/2015 16:00:00,151.45
7/30/2015 16:00:00,151.57
7/31/2015 16:00:00,151.34
8/3/2015 16:00:00,150.12
8/4/2015 16:00:00,150.4
8/5/2015 16:00:00,151.01
8/6/2015 16:00:00,149.26
8/7/2015 16:00:00,148.89
8/10/2015 16:00:00,151.24
8/11/2015 16:00:00,148.48
8/12/2015 16:00:00,148.52
8/13/2015 16:00:00,147.4
8/14/2015 16:00:00,148.28
8/17/2015 16:00:00,149.24
8/18/2015 16:00:00,148.31
8/19/2015 16:00:00,145.87
8/20/2015 16:00:00,143.35
8/21/2015 16:00:00,142.09
8/24/2015 16:00:00,138.58
8/25/2015 16:00:00,137.64
8/26/2015 16:00:00,142.72
8/27/2015 16:00:00,143.9
8/28/2015 16:00:00,144.21
8/31/2015 16:00:00,142.14
9/1/2015 16:00:00,138.5
9/2/2015 16:00:00,141.24
9/3/2015 16:00:00,141.74
9/4/2015 16:00:00,139.84
9/8/2015 16:00:00,143.43
9/9/2015 16:00:00,140.86
9/10/2015 16:00:00,140.78
9/11/2015 16:00:00,141.26
9/14/2015 16:00:00,140.81
9/15/2015 16:00:00,143.6
9/16/2015 16:00:00,144.2
9/17/2015 16:00:00,142.95
9/18/2015 16:00:00,139.62
9/21/2015 16:00:00,140.04
9/22/2015 16:00:00,138.02
9/23/2015 16:00:00,137.66
9/24/2015 16:00:00,137.58
9/25/2015 16:00:00,139.56
9/28/2015 16:00:00,138.38
9/29/2015 16:00:00,141.55
9/30/2015 16:00:00,141.77
10/1/2015 16:00:00,140.8
10/2/2015 16:00:00,143.2
10/5/2015 16:00:00,146.32
10/6/2015 16:00:00,145.79
10/7/2015 16:00:00,147.54
10/8/2015 16:00:00,149.48
10/9/2015 16:00:00,149.9
10/12/2015 16:00:00,150.06
10/13/2015 16:00:00,149.11
10/14/2015 16:00:00,148.32
10/15/2015 16:00:00,149.19
10/16/2015 16:00:00,148.7
10/19/2015 16:00:00,148
10/20/2015 16:00:00,149.11
10/21/2015 16:00:00,149.82
10/22/2015 16:00:00,156
10/23/2015 16:00:00,155.79
10/26/2015 16:00:00,156.54
10/27/2015 16:00:00,156.73
10/28/2015 16:00:00,158.08
10/29/2015 16:00:00,157.61
10/30/2015 16:00:00,157.21
11/2/2015 16:00:00,159.92
11/3/2015 16:00:00,158.75
11/4/2015 16:00:00,158.91
11/5/2015 16:00:00,158.99
11/6/2015 16:00:00,159.26
11/9/2015 16:00:00,157.47
11/10/2015 16:00:00,157.59
11/11/2015 16:00:00,159.05
11/12/2015 16:00:00,156.3
11/13/2015 16:00:00,155.65
11/16/2015 16:00:00,158.21
11/17/2015 16:00:00,157.03
11/18/2015 16:00:00,157.39
11/19/2015 16:00:00,158.38
11/20/2015 16:00:00,158.95
11/23/2015 16:00:00,158.65
11/24/2015 16:00:00,157.75
11/25/2015 16:00:00,157.63
11/27/2015 16:00:00,157.99
11/30/2015 16:00:00,156.58
12/1/2015 16:00:00,156.9
12/2/2015 16:00:00,155.7
12/3/2015 16:00:00,154.38
12/4/2015 16:00:00,158.22
12/7/2015 16:00:00,157.75
12/8/2015 16:00:00,156.79
12/9/2015 16:00:00,156.05
12/10/2015 16:00:00,157.52
12/11/2015 16:00:00,154.83
12/14/2015 16:00:00,157.63
12/15/2015 16:00:00,148.13
12/16/2015 16:00:00,149.95
12/17/2015 16:00:00,148.85
12/18/2015 16:00:00,146.92
12/21/2015 16:00:00,147.48
12/22/2015 16:00:00,148.97
12/23/2015 16:00:00,151.16
12/24/2015 16:00:00,151.19
12/28/2015 16:00:00,151.22
12/29/2015 16:00:00,152.89
12/30/2015 16:00:00,151.91
12/31/2015 16:00:00,150.64
1/4/2016 16:00:00,146.82
1/5/2016 16:00:00,147.46
1/6/2016 16:00:00,144.49
1/7/2016 16:00:00,140.97
1/8/2016 16:00:00,140.49
1/11/2016 16:00:00,140.46
1/12/2016 16:00:00,140.86
1/13/2016 16:00:00,138.72
1/14/2016 16:00:00,141.18
1/15/2016 16:00:00,138.69
1/19/2016 16:00:00,138.39
1/20/2016 16:00:00,136.96
1/21/2016 16:00:00,137.76
1/22/2016 16:00:00,139.52
1/25/2016 16:00:00,137.57
1/26/2016 16:00:00,144.78
1/27/2016 16:00:00,145.55
1/28/2016 16:00:00,147.32
1/29/2016 16:00:00,151
2/1/2016 16:00:00,148.73
2/2/2016 16:00:00,147.87
2/3/2016 16:00:00,152.52
2/4/2016 16:00:00,153.44
2/5/2016 16:00:00,153.47
2/8/2016 16:00:00,153.9
2/9/2016 16:00:00,154.74
2/10/2016 16:00:00,152.45
2/11/2016 16:00:00,150.67
2/12/2016 16:00:00,153.96
2/16/2016 16:00:00,155.53
2/17/2016 16:00:00,156.62
2/18/2016 16:00:00,156.78
2/19/2016 16:00:00,156.45
2/22/2016 16:00:00,157.7
2/23/2016 16:00:00,156.17
2/24/2016 16:00:00,157.22
2/25/2016 16:00:00,158.99
2/26/2016 16:00:00,158.27
2/29/2016 16:00:00,156.87
3/1/2016 16:00:00,159.59
3/2/2016 16:00:00,159.41
3/3/2016 16:00:00,159.38
3/4/2016 16:00:00,160.07
3/7/2016 16:00:00,160.57
3/8/2016 16:00:00,160.2
3/9/2016 16:00:00,160.09
3/10/2016 16:00:00,159.89
3/11/2016 16:00:00,161.88
3/14/2016 16:00:00,161.81
3/15/2016 16:00:00,162.41
3/16/2016 16:00:00,162.89
3/17/2016 16:00:00,163.75
3/18/2016 16:00:00,165.33
3/21/2016 16:00:00,164.84
3/22/2016 16:00:00,164.91
3/23/2016 16:00:00,164.27
3/24/2016 16:00:00,164.46
3/28/2016 16:00:00,166.28
3/29/2016 16:00:00,164.39
3/30/2016 16:00:00,166.75
3/31/2016 16:00:00,166.63
4/1/2016 16:00:00,167.53
4/4/2016 16:00:00,166.4
4/5/2016 16:00:00,165.81
4/6/2016 16:00:00,166.81
4/7/2016 16:00:00,167.16
4/8/2016 16:00:00,166.63
4/11/2016 16:00:00,166.59
4/12/2016 16:00:00,168.03
4/13/2016 16:00:00,168.59
4/14/2016 16:00:00,168.16
4/15/2016 16:00:00,168.78
4/18/2016 16:00:00,169.55
4/19/2016 16:00:00,169.65
4/20/2016 16:00:00,168.94
4/21/2016 16:00:00,168.66
4/22/2016 16:00:00,168.66
4/25/2016 16:00:00,168.38
4/26/2016 16:00:00,166.18
4/27/2016 16:00:00,167.76
4/28/2016 16:00:00,167
4/29/2016 16:00:00,167.38
5/2/2016 16:00:00,168.34
5/3/2016 16:00:00,167.97
5/4/2016 16:00:00,167.16
5/5/2016 16:00:00,167.77
5/6/2016 16:00:00,168.89
5/9/2016 16:00:00,168.52
5/10/2016 16:00:00,170.26
5/11/2016 16:00:00,169.77
5/12/2016 16:00:00,170.15
5/13/2016 16:00:00,168.32
5/16/2016 16:00:00,169.55
5/17/2016 16:00:00,167.81
5/18/2016 16:00:00,166.82
5/19/2016 16:00:00,165.11
5/20/2016 16:00:00,165.01
5/23/2016 16:00:00,166.11
5/24/2016 16:00:00,168.63
5/25/2016 16:00:00,169.99
5/26/2016 16:00:00,168.91
5/27/2016 16:00:00,168.89
5/31/2016 16:00:00,168.32
6/1/2016 16:00:00,168.69
6/2/2016 16:00:00,168.04
6/3/2016 16:00:00,168.38
6/6/2016 16:00:00,170.08
6/7/2016 16:00:00,170.91
6/8/2016 16:00:00,171.42
6/9/2016 16:00:00,170.13
6/10/2016 16:00:00,168.56
6/13/2016 16:00:00,167.13
6/14/2016 16:00:00,167.61
6/15/2016 16:00:00,167.8
6/16/2016 16:00:00,169.93
6/17/2016 16:00:00,168.94
6/20/2016 16:00:00,171.23
6/21/2016 16:00:00,171.37
6/22/2016 16:00:00,171.23
6/23/2016 16:00:00,174.11
6/24/2016 16:00:00,169.12
6/27/2016 16:00:00,167.19
6/28/2016 16:00:00,169.59
6/29/2016 16:00:00,171.52
6/30/2016 16:00:00,175.12
7/1/2016 16:00:00,175.54
7/5/2016 16:00:00,175.63
7/6/2016 16:00:00,175.16
7/7/2016 16:00:00,174.87
7/8/2016 16:00:00,177.12
7/11/2016 16:00:00,178.01
7/12/2016 16:00:00,179.16
7/13/2016 16:00:00,179.21
7/14/2016 16:00:00,180.9
7/15/2016 16:00:00,181.4
7/18/2016 16:00:00,181.11
7/19/2016 16:00:00,181.24
7/20/2016 16:00:00,181.42
7/21/2016 16:00:00,180.26
7/22/2016 16:00:00,180.44
7/25/2016 16:00:00,179.63
7/26/2016 16:00:00,177.66
7/27/2016 16:00:00,178.27
7/28/2016 16:00:00,177.98
7/29/2016 16:00:00,178.36
8/1/2016 16:00:00,178.29
8/2/2016 16:00:00,178.36
8/3/2016 16:00:00,178.38
8/4/2016 16:00:00,177.81
8/5/2016 16:00:00,178.57
8/8/2016 16:00:00,178.58
8/9/2016 16:00:00,178.39
8/10/2016 16:00:00,178.82
8/11/2016 16:00:00,181
8/12/2016 16:00:00,180.27
8/15/2016 16:00:00,180.56
8/16/2016 16:00:00,179.25
8/17/2016 16:00:00,179.87
8/18/2016 16:00:00,179.18
8/19/2016 16:00:00,179.61
8/22/2016 16:00:00,179.07
8/23/2016 16:00:00,179.77
8/24/2016 16:00:00,179.41
8/25/2016 16:00:00,179.58
8/26/2016 16:00:00,179.41
8/29/2016 16:00:00,180.5
8/30/2016 16:00:00,180.15
8/31/2016 16:00:00,179.24
9/1/2016 16:00:00,179.98
9/2/2016 16:00:00,180.81
9/6/2016 16:00:00,180.46
9/7/2016 16:00:00,179.75
9/8/2016 16:00:00,180.1
9/9/2016 16:00:00,175.64
9/12/2016 16:00:00,178.1
9/13/2016 16:00:00,176.07
9/14/2016 16:00:00,175.62
9/15/2016 16:00:00,176.59
9/16/2016 16:00:00,175.06
9/19/2016 16:00:00,176.72
9/20/2016 16:00:00,177.6
9/21/2016 16:00:00,179.59
9/22/2016 16:00:00,179.85
9/23/2016 16:00:00,177.39
9/26/2016 16:00:00,175.95
9/27/2016 16:00:00,176.3
9/28/2016 16:00:00,177.59
9/29/2016 16:00:00,175.37
9/30/2016 16:00:00,176.23
10/3/2016 16:00:00,175.04
10/4/2016 16:00:00,171.68
10/5/2016 16:00:00,172.39
10/6/2016 16:00:00,171.64
10/7/2016 16:00:00,171.33
10/10/2016 16:00:00,171.14
10/11/2016 16:00:00,169.68
10/12/2016 16:00:00,169.72
10/13/2016 16:00:00,170.02
10/14/2016 16:00:00,170.33
10/17/2016 16:00:00,170.21
10/18/2016 16:00:00,169.95
10/19/2016 16:00:00,169.91
10/20/2016 16:00:00,169.86
10/21/2016 16:00:00,169.5
10/24/2016 16:00:00,171.27
10/25/2016 16:00:00,166.23
10/26/2016 16:00:00,166.51
10/27/2016 16:00:00,165.76
10/28/2016 16:00:00,165.77
10/31/2016 16:00:00,165.3
11/1/2016 16:00:00,164.25
11/2/2016 16:00:00,165.73
11/3/2016 16:00:00,166.83
11/4/2016 16:00:00,166.48
11/7/2016 16:00:00,169.74
11/8/2016 16:00:00,171.03
11/9/2016 16:00:00,170.39
11/10/2016 16:00:00,174.28
11/11/2016 16:00:00,175.08
11/14/2016 16:00:00,172.91
11/15/2016 16:00:00,174.24
11/16/2016 16:00:00,172.01
11/17/2016 16:00:00,172.77
11/18/2016 16:00:00,172.96
11/21/2016 16:00:00,171.52
11/22/2016 16:00:00,171.91
11/23/2016 16:00:00,172.25
11/25/2016 16:00:00,173.49
11/28/2016 16:00:00,172.5
11/29/2016 16:00:00,172.77
11/30/2016 16:00:00,171.74
12/1/2016 16:00:00,172.63
12/2/2016 16:00:00,172.43
12/5/2016 16:00:00,171.62
12/6/2016 16:00:00,171.8
12/7/2016 16:00:00,176.05
12/8/2016 16:00:00,175.88
12/9/2016 16:00:00,178.49
12/12/2016 16:00:00,179.64
12/13/2016 16:00:00,178.83
12/14/2016 16:00:00,176.6
12/15/2016 16:00:00,176.02
12/16/2016 16:00:00,177.45
12/19/2016 16:00:00,178.16
12/20/2016 16:00:00,178.65
12/21/2016 16:00:00,178.43
12/22/2016 16:00:00,179.2
12/23/2016 16:00:00,178.75
12/27/2016 16:00:00,178.92
12/28/2016 16:00:00,178.08
12/29/2016 16:00:00,178.41
12/30/2016 16:00:00,178.57
1/3/2017 16:00:00,178.05
1/4/2017 16:00:00,178.32
1/5/2017 16:00:00,177.71
1/6/2017 16:00:00,178.23
1/9/2017 16:00:00,177.27
1/10/2017 16:00:00,176.58
1/11/2017 16:00:00,177.89
1/12/2017 16:00:00,177.44
1/13/2017 16:00:00,177.39
1/17/2017 16:00:00,177.26
1/18/2017 16:00:00,178.49
1/19/2017 16:00:00,178.68
1/20/2017 16:00:00,178.49
1/23/2017 16:00:00,178.51
1/24/2017 16:00:00,175.97
1/25/2017 16:00:00,176.73
1/26/2017 16:00:00,176.82
1/27/2017 16:00:00,177.48
1/30/2017 16:00:00,175.42
1/31/2017 16:00:00,174.82
2/1/2017 16:00:00,175.17
2/2/2017 16:00:00,174.18
2/3/2017 16:00:00,175.04
2/6/2017 16:00:00,175.1
2/7/2017 16:00:00,175.76
2/8/2017 16:00:00,177.07
2/9/2017 16:00:00,178.18
2/10/2017 16:00:00,179
2/13/2017 16:00:00,181.02
2/14/2017 16:00:00,181.6
2/15/2017 16:00:00,181.7
2/16/2017 16:00:00,183.41
2/17/2017 16:00:00,182.95
2/21/2017 16:00:00,183.37
2/22/2017 16:00:00,186.04
2/23/2017 16:00:00,187.19
2/24/2017 16:00:00,187.41
2/27/2017 16:00:00,186.91
2/28/2017 16:00:00,186.35
3/1/2017 16:00:00,189.86
3/2/2017 16:00:00,189.89
3/3/2017 16:00:00,189.31
3/6/2017 16:00:00,188.9
3/7/2017 16:00:00,189.09
3/8/2017 16:00:00,189.51
3/9/2017 16:00:00,189.9
3/10/2017 16:00:00,191.21
3/13/2017 16:00:00,191.52
3/14/2017 16:00:00,190.33
3/15/2017 16:00:00,191.2
3/16/2017 16:00:00,190.31
3/17/2017 16:00:00,192.36
3/20/2017 16:00:00,193.01
3/21/2017 16:00:00,192.13
3/22/2017 16:00:00,192.22
3/23/2017 16:00:00,192.14
3/24/2017 16:00:00,191.51
3/27/2017 16:00:00,190.43
3/28/2017 16:00:00,190.99
3/29/2017 16:00:00,190.68
3/30/2017 16:00:00,191.28
3/31/2017 16:00:00,191.33
4/3/2017 16:00:00,190.72
4/4/2017 16:00:00,190.19
4/5/2017 16:00:00,190.24
4/6/2017 16:00:00,189.89
4/7/2017 16:00:00,189.99
4/10/2017 16:00:00,189.71
4/11/2017 16:00:00,190.07
4/12/2017 16:00:00,189.7
4/13/2017 16:00:00,188.65
4/17/2017 16:00:00,190.36
4/18/2017 16:00:00,190.22
4/19/2017 16:00:00,189.83
4/20/2017 16:00:00,191.16
4/21/2017 16:00:00,191.5
4/24/2017 16:00:00,194.23
4/25/2017 16:00:00,195.13
4/26/2017 16:00:00,195
4/27/2017 16:00:00,196.11
4/28/2017 16:00:00,195.83
5/1/2017 16:00:00,194.81
5/2/2017 16:00:00,196.53
5/3/2017 16:00:00,197.63
5/4/2017 16:00:00,199.51
5/5/2017 16:00:00,199.4
5/8/2017 16:00:00,198.65
5/9/2017 16:00:00,197.96
5/10/2017 16:00:00,196.64
5/11/2017 16:00:00,196.75
5/12/2017 16:00:00,196.57
5/15/2017 16:00:00,197.63
5/16/2017 16:00:00,197.91
5/17/2017 16:00:00,194.84
5/18/2017 16:00:00,195.24
5/19/2017 16:00:00,195.8
5/22/2017 16:00:00,198.51
5/23/2017 16:00:00,197.73
5/24/2017 16:00:00,197.49
5/25/2017 16:00:00,199.54
5/26/2017 16:00:00,200.67
5/30/2017 16:00:00,202.44
5/31/2017 16:00:00,204.47
6/1/2017 16:00:00,204.35
6/2/2017 16:00:00,206.7
6/5/2017 16:00:00,206.22
6/6/2017 16:00:00,205.41
6/7/2017 16:00:00,205.01
6/8/2017 16:00:00,205.94
6/9/2017 16:00:00,206.93
6/12/2017 16:00:00,207.39
6/13/2017 16:00:00,209.11
6/14/2017 16:00:00,210.01
6/15/2017 16:00:00,211.29
6/16/2017 16:00:00,213.24
6/19/2017 16:00:00,213.36
6/20/2017 16:00:00,213.36
6/21/2017 16:00:00,212.86
6/22/2017 16:00:00,212.22
6/23/2017 16:00:00,212.9
6/26/2017 16:00:00,212.61
6/27/2017 16:00:00,209.78
6/28/2017 16:00:00,210.62
6/29/2017 16:00:00,207.85
6/30/2017 16:00:00,208.19
7/3/2017 16:00:00,209.83
7/5/2017 16:00:00,209.76
7/6/2017 16:00:00,208.02
7/7/2017 16:00:00,209.59
7/10/2017 16:00:00,210.49
7/11/2017 16:00:00,209.66
7/12/2017 16:00:00,211.3
7/13/2017 16:00:00,211.09
7/14/2017 16:00:00,211.77
7/17/2017 16:00:00,211.68
7/18/2017 16:00:00,211.31
7/19/2017 16:00:00,212.1
7/20/2017 16:00:00,212.45
7/21/2017 16:00:00,211.16
7/24/2017 16:00:00,210
7/25/2017 16:00:00,199.39
7/26/2017 16:00:00,199.03
7/27/2017 16:00:00,200.05
7/28/2017 16:00:00,199.72
7/31/2017 16:00:00,201.17
8/1/2017 16:00:00,203.18
8/2/2017 16:00:00,205.41
8/3/2017 16:00:00,207.62
8/4/2017 16:00:00,207.65
8/7/2017 16:00:00,207.44
8/8/2017 16:00:00,206.43
8/9/2017 16:00:00,206.48
8/10/2017 16:00:00,206.23
8/11/2017 16:00:00,205.98
8/14/2017 16:00:00,207.37
8/15/2017 16:00:00,207.18
8/16/2017 16:00:00,207.92
8/17/2017 16:00:00,205.35
8/18/2017 16:00:00,203.53
8/21/2017 16:00:00,204.55
8/22/2017 16:00:00,205.46
8/23/2017 16:00:00,202.67
8/24/2017 16:00:00,202.12
8/25/2017 16:00:00,202.13
8/28/2017 16:00:00,202.46
8/29/2017 16:00:00,202.92
8/30/2017 16:00:00,203.69
8/31/2017 16:00:00,204.32
9/1/2017 16:00:00,203.56
9/5/2017 16:00:00,200.98
9/6/2017 16:00:00,202.05
9/7/2017 16:00:00,204.46
9/8/2017 16:00:00,205.69
9/11/2017 16:00:00,209.56
9/12/2017 16:00:00,209.64
9/13/2017 16:00:00,209.49
9/14/2017 16:00:00,211.43
9/15/2017 16:00:00,213.35
9/18/2017 16:00:00,213.76
9/19/2017 16:00:00,213.56
9/20/2017 16:00:00,210.51
9/21/2017 16:00:00,210.44
9/22/2017 16:00:00,210.76
9/25/2017 16:00:00,210.73
9/26/2017 16:00:00,211.03
9/27/2017 16:00:00,209.48
9/28/2017 16:00:00,209.55
9/29/2017 16:00:00,209.9
10/2/2017 16:00:00,212.76
10/3/2017 16:00:00,214.57
10/4/2017 16:00:00,216.52
10/5/2017 16:00:00,216.37
10/6/2017 16:00:00,216.52
10/9/2017 16:00:00,216.68
10/10/2017 16:00:00,216.75
10/11/2017 16:00:00,216.51
10/12/2017 16:00:00,217.59
10/13/2017 16:00:00,217.72
10/16/2017 16:00:00,218.72
10/17/2017 16:00:00,217.75
10/18/2017 16:00:00,218.27
10/19/2017 16:00:00,219.24
10/20/2017 16:00:00,221.32
10/23/2017 16:00:00,221.55
10/24/2017 16:00:00,234.65
10/25/2017 16:00:00,237.68
10/26/2017 16:00:00,232.94
10/27/2017 16:00:00,234.74
10/30/2017 16:00:00,231.02
10/31/2017 16:00:00,230.19
11/1/2017 16:00:00,230.18
11/2/2017 16:00:00,232.23
11/3/2017 16:00:00,232.22
11/6/2017 16:00:00,230.31
11/7/2017 16:00:00,230.05
11/8/2017 16:00:00,229.83
11/9/2017 16:00:00,228.39
11/10/2017 16:00:00,227.45
11/13/2017 16:00:00,228.22
11/14/2017 16:00:00,229.33
11/15/2017 16:00:00,227.4
11/16/2017 16:00:00,229.42
11/17/2017 16:00:00,229.36
11/20/2017 16:00:00,231.49
11/21/2017 16:00:00,234.09
11/22/2017 16:00:00,231.58
11/24/2017 13:00:00,231.38
11/27/2017 16:00:00,234
11/28/2017 16:00:00,235.63
11/29/2017 16:00:00,238.01
11/30/2017 16:00:00,243.14
12/1/2017 16:00:00,241.15
12/4/2017 16:00:00,239.26
12/5/2017 16:00:00,238.26
12/6/2017 16:00:00,238.67
12/7/2017 16:00:00,240.3
12/8/2017 16:00:00,238.13
12/11/2017 16:00:00,239.3
12/12/2017 16:00:00,236.58
12/13/2017 16:00:00,239.11
12/14/2017 16:00:00,238.08
12/15/2017 16:00:00,238
12/18/2017 16:00:00,238.42
12/19/2017 16:00:00,238.39
12/20/2017 16:00:00,236.92
12/21/2017 16:00:00,234.78
12/22/2017 16:00:00,234.73
12/26/2017 16:00:00,235.45
