Date,Close
3/2/2015 16:00:00,18.49
3/3/2015 16:00:00,18.31
3/4/2015 16:00:00,18.24
3/5/2015 16:00:00,17.98
3/6/2015 16:00:00,17.34
3/9/2015 16:00:00,17.5
3/10/2015 16:00:00,17.68
3/11/2015 16:00:00,17.6
3/12/2015 16:00:00,17.91
3/13/2015 16:00:00,17.75
3/16/2015 16:00:00,17.57
3/17/2015 16:00:00,17.75
3/18/2015 16:00:00,18.02
3/19/2015 16:00:00,17.6
3/20/2015 16:00:00,17.75
3/23/2015 16:00:00,18.33
3/24/2015 16:00:00,18.42
3/25/2015 16:00:00,18.15
3/26/2015 16:00:00,18.06
3/27/2015 16:00:00,18.22
3/30/2015 16:00:00,18.25
3/31/2015 16:00:00,18.05
4/1/2015 16:00:00,18
4/2/2015 16:00:00,18.02
4/6/2015 16:00:00,18.38
4/7/2015 16:00:00,18.63
4/8/2015 16:00:00,18.58
4/9/2015 16:00:00,18.49
4/10/2015 16:00:00,18.32
4/13/2015 16:00:00,18.46
4/14/2015 16:00:00,18.46
4/15/2015 16:00:00,19.02
4/16/2015 16:00:00,18.7
4/17/2015 16:00:00,18.33
4/20/2015 16:00:00,18.47
4/21/2015 16:00:00,18.55
4/22/2015 16:00:00,18.69
4/23/2015 16:00:00,18.65
4/24/2015 16:00:00,18.99
4/27/2015 16:00:00,18.93
4/28/2015 16:00:00,18.89
4/29/2015 16:00:00,18.85
4/30/2015 16:00:00,18.42
5/1/2015 16:00:00,18.52
5/4/2015 16:00:00,18.17
5/5/2015 16:00:00,18.09
5/6/2015 16:00:00,18.13
5/7/2015 16:00:00,18.3
5/8/2015 16:00:00,18.26
5/11/2015 16:00:00,18.32
5/12/2015 16:00:00,18.19
5/13/2015 16:00:00,18.48
5/14/2015 16:00:00,18.8
5/15/2015 16:00:00,18.75
5/18/2015 16:00:00,19.06
5/19/2015 16:00:00,18.32
5/20/2015 16:00:00,18.57
5/21/2015 16:00:00,18.84
5/22/2015 16:00:00,18.2
5/26/2015 16:00:00,17.89
5/27/2015 16:00:00,18.15
5/28/2015 16:00:00,18.01
5/29/2015 16:00:00,17.82
6/1/2015 16:00:00,17.63
6/2/2015 16:00:00,18.09
6/3/2015 16:00:00,18.16
6/4/2015 16:00:00,18.01
6/5/2015 16:00:00,18.12
6/8/2015 16:00:00,17.98
6/9/2015 16:00:00,18.07
6/10/2015 16:00:00,18.38
6/11/2015 16:00:00,18.36
6/12/2015 16:00:00,18.32
6/15/2015 16:00:00,17.66
6/16/2015 16:00:00,17.73
6/17/2015 16:00:00,17.48
6/18/2015 16:00:00,17.68
6/19/2015 16:00:00,18.07
6/22/2015 16:00:00,18.77
6/23/2015 16:00:00,18.84
6/24/2015 16:00:00,18.6
6/25/2015 16:00:00,18.7
6/26/2015 16:00:00,19.61
6/29/2015 16:00:00,19.04
6/30/2015 16:00:00,18.94
7/1/2015 16:00:00,18.61
7/2/2015 16:00:00,18.7
7/6/2015 16:00:00,18.81
7/7/2015 16:00:00,18.36
7/8/2015 16:00:00,17.71
7/9/2015 16:00:00,17.7
7/10/2015 16:00:00,17.91
7/13/2015 16:00:00,18.06
7/14/2015 16:00:00,18.45
7/15/2015 16:00:00,18.06
7/16/2015 16:00:00,18.09
7/17/2015 16:00:00,17.95
7/20/2015 16:00:00,17.69
7/21/2015 16:00:00,17.6
7/22/2015 16:00:00,17.39
7/23/2015 16:00:00,17.02
7/24/2015 16:00:00,16.92
7/27/2015 16:00:00,16.86
7/28/2015 16:00:00,17.18
7/29/2015 16:00:00,17.05
7/30/2015 16:00:00,19
7/31/2015 16:00:00,19.77
8/3/2015 16:00:00,19.38
8/4/2015 16:00:00,19.35
8/5/2015 16:00:00,18.81
8/6/2015 16:00:00,19
8/7/2015 16:00:00,18.66
8/10/2015 16:00:00,19.23
8/11/2015 16:00:00,18.92
8/12/2015 16:00:00,18.98
8/13/2015 16:00:00,18.98
8/14/2015 16:00:00,19.05
8/17/2015 16:00:00,18.99
8/18/2015 16:00:00,18.55
8/19/2015 16:00:00,18.77
8/20/2015 16:00:00,18.57
8/21/2015 16:00:00,18.24
8/24/2015 16:00:00,17.75
8/25/2015 16:00:00,17.53
8/26/2015 16:00:00,17.96
8/27/2015 16:00:00,18.03
8/28/2015 16:00:00,18.28
8/31/2015 16:00:00,18.4
9/1/2015 16:00:00,17.92
9/2/2015 16:00:00,17.99
9/3/2015 16:00:00,18.03
9/4/2015 16:00:00,17.81
9/8/2015 16:00:00,18.12
9/9/2015 16:00:00,18.08
9/10/2015 16:00:00,18.26
9/11/2015 16:00:00,18.17
9/14/2015 16:00:00,17.99
9/15/2015 16:00:00,18.22
9/16/2015 16:00:00,18.5
9/17/2015 16:00:00,18.72
9/18/2015 16:00:00,18.14
9/21/2015 16:00:00,17.73
9/22/2015 16:00:00,17.15
9/23/2015 16:00:00,16.56
9/24/2015 16:00:00,16.83
9/25/2015 16:00:00,16.68
9/28/2015 16:00:00,16.47
9/29/2015 16:00:00,16.03
9/30/2015 16:00:00,16.48
10/1/2015 16:00:00,16.34
10/2/2015 16:00:00,16.76
10/5/2015 16:00:00,17.88
10/6/2015 16:00:00,17.83
10/7/2015 16:00:00,18.16
10/8/2015 16:00:00,18.3
10/9/2015 16:00:00,18.76
